(378.48, 83.81, 496.54, 'l')
(462.13, 208.15, 259.04, 't')
(65.09, 389.53, 404.25, 'D')
(468.57, 489.79, 252.19, 'f')
(88.73, 193.33, 62.45, 'Q')
(319.5, 91.38, 308.01, 'Q')
(189.84, 225.31, 376.09, 'y')
(140.0, 403.89, 109.21, 'T')
(403.3, 73.7, 209.24, 'X')
(419.9, 443.02, 220.67, 'v')
(267.68, 19.83, 265.76, 'S')
(71.84, 478.24, 135.99, 'O')
(495.57, 253.08, 342.98, 'H')
(385.51, 286.94, 209.29, 'u')
(499.52, 32.07, 340.85, 'i')
(268.45, 291.26, 210.71, 'w')
(362.48, 29.55, 233.63, 'I')
(390.08, 46.98, 31.51, 'K')
(225.4, 338.15, 484.79, 'C')
(431.84, 75.33, 226.24, 'a')
(355.37, 134.26, 163.21, 'p')
(334.3, 259.03, 7.75, 'm')
(137.99, 251.36, 108.89, 'y')
(462.8, 207.73, 331.91, 'E')
(259.25, 480.78, 382.03, 'w')
(312.36, 11.05, 223.07, 'A')
(149.87, 121.63, 91.66, 'q')
(410.45, 248.49, 413.83, 'S')
(136.75, 88.28, 226.76, 'H')
(374.43, 189.62, 351.66, 'z')
(217.18, 73.99, 223.78, 'z')
(204.37, 429.29, 413.58, 'w')
(415.73, 166.12, 261.71, 'l')
(453.47, 188.19, 215.76, 'P')
(141.94, 98.46, 209.78, 'f')
(130.07, 168.39, 153.13, 'I')
(61.83, 60.72, 59.17, 'd')
(19.89, 436.99, 119.94, 'S')
(293.78, 212.91, 309.98, 'N')
(474.9, 118.5, 22.13, 'M')
(450.74, 181.45, 326.03, 'y')
(114.12, 133.64, 32.92, 'J')
(116.01, 117.77, 10.27, 'g')
(213.62, 204.68, 46.58, 'b')
(387.27, 9.92, 384.23, 'c')
(495.48, 300.33, 176.99, 'T')
(233.74, 429.84, 405.43, 'B')
(296.56, 94.52, 378.73, 'd')
(321.9, 6.22, 214.89, 'p')
(310.08, 470.17, 334.67, 'x')
(196.12, 277.54, 492.78, 'W')
(262.33, 144.66, 6.54, 'p')
(232.27, 89.27, 307.66, 'w')
(279.43, 94.83, 107.36, 'R')
(54.47, 34.16, 497.67, 'Y')
(10.86, 79.19, 489.19, 'n')
(89.97, 165.83, 32.71, 'X')
(13.9, 277.79, 264.9, 'Y')
(47.29, 329.75, 366.15, 'w')
(483.99, 77.4, 317.68, 'L')
(462.74, 151.39, 75.91, 'l')
(237.63, 301.77, 75.92, 'x')
(83.36, 354.67, 34.53, 'd')
(144.95, 45.79, 29.02, 'C')
(469.62, 418.28, 98.03, 'H')
(298.83, 317.39, 373.67, 'K')
